 #  step,  time,  energy,  kin_ener,  pot_ener
  50  49.999998263542281  0.10940946213489192  0.20534193447924293  -9.5932472344351011E-002
  51  50.999998228813112  0.10940963040125812  0.20534779610459439  -9.5938165703336270E-002
  52  51.999998194083965  0.10940980180894748  0.20535377534173105  -9.5943973532783569E-002
  53  52.999998159354810  0.10940997635539570  0.20535987163623215  -9.5949895280836445E-002
  54  53.999998124625655  0.10941015403799301  0.20536608442756840  -9.5955930389575395E-002
  55  54.999998089896508  0.10941033485408555  0.20537241314914839  -9.5962078295062841E-002
  56  55.999998055167353  0.10941051880097462  0.20537885722836571  -9.5968338427391095E-002
  57  56.999998020438191  0.10941070689519665  0.20538541735304242  -9.5974710457845766E-002
  58  57.999997985709037  0.10941089709540776  0.20539209294182204  -9.5981195846414277E-002
  59  58.999997950979882  0.10941109041804975  0.20539888213872862  -9.5987791720678867E-002
  60  59.999997916250734  0.10941128686024471  0.20540578434763548  -9.5994497487390779E-002
  61  60.999997881521580  0.10941148641906920  0.20541279896662287  -9.6001312547553674E-002
  62  61.999997846792418  0.10941168909155698  0.20541992538802345  -9.6008236296466473E-002
  63  62.999997812063263  0.10941189522003326  0.20542716373426445  -9.6015268514231186E-002
  64  63.999997777334109  0.10941210411077024  0.20543451339903904  -9.6022409288268801E-002
  65  64.999997742604961  0.10941231610600134  0.20544197302622233  -9.6029656920220988E-002
  66  65.999997707875806  0.10941253176568488  0.20544954312266017  -9.6037011356975288E-002
  67  66.999997673146638  0.10941274996111293  0.20545722308804476  -9.6044473126931831E-002
  68  67.999997638417497  0.10941297125215303  0.20546501115628271  -9.6052039904129680E-002
  69  68.999997603688342  0.10941319563552795  0.20547290668076715  -9.6059711045239193E-002
  70  69.999997568959188  0.10941342310791626  0.20548090900948485  -9.6067485901568592E-002
  71  70.999997534230033  0.10941365366595250  0.20548901748506049  -9.6075363819107987E-002
  72  71.999997499500864  0.10941388730622671  0.20549723144479906  -9.6083344138572349E-002
  73  72.999997464771724  0.10941412402528497  0.20550555022073166  -9.6091426195446694E-002
  74  73.999997430042569  0.10941436377100534  0.20551397319693374  -9.6099609425928392E-002
  75  74.999997395313414  0.10941460663709944  0.20552249969823935  -9.6107893061139912E-002
  76  75.999997360584260  0.10941485257135350  0.20553112898485920  -9.6116276413505702E-002
  77  76.999997325855105  0.10941510157013845  0.20553986036824198  -9.6124758798103532E-002
  78  77.999997291125950  0.10941535362978197  0.20554869315479460  -9.6133339525012629E-002
  79  78.999997256396796  0.10941560874656736  0.20555762664592850  -9.6142017899361137E-002
  80  79.999997221667641  0.10941586691673522  0.20556666013811176  -9.6150793221376540E-002
  81  80.999997186938486  0.10941612813648147  0.20557579292291664  -9.6159664786435173E-002
  82  81.999997152209332  0.10941639240196042  0.20558502428707301  -9.6168631885112585E-002
  83  82.999997117480177  0.10941665970928152  0.20559435351251834  -9.6177693803236819E-002
  84  83.999997082751023  0.10941693005451152  0.20560377987645270  -9.6186849821941187E-002
  85  84.999997048021868  0.10941720343367393  0.20561330265139208  -9.6196099217718142E-002
  86  85.999997013292713  0.10941747984274883  0.20562292110522459  -9.6205441262475766E-002
  87  86.999996978563559  0.10941775927767416  0.20563263450126737  -9.6214875223593205E-002
  88  87.999996943834404  0.10941804173434309  0.20564244209832402  -9.6224400363980930E-002
  89  88.999996909105249  0.10941832720860795  0.20565234315074601  -9.6234015942138068E-002
  90  89.999996874376095  0.10941861569627745  0.20566233690849164  -9.6243721212214195E-002
  91  90.999996839646940  0.10941890719311673  0.20567242261718977  -9.6253515424073038E-002
  92  91.999996804917785  0.10941920169484902  0.20568259951820350  -9.6263397823354482E-002
  93  92.999996770188631  0.10941949919715480  0.20569286684869648  -9.6273367651541680E-002
  94  93.999996735459476  0.10941979969567177  0.20570322384169890  -9.6283424146027127E-002
  95  94.999996700730321  0.10942010318599564  0.20571366972617733  -9.6293566540181688E-002
  96  95.999996666001167  0.10942040966367915  0.20572420372710593  -9.6303794063426776E-002
  97  96.999996631272012  0.10942071912423275  0.20573482506553689  -9.6314105941304143E-002
  98  97.999996596542857  0.10942103156312527  0.20574553295867698  -9.6324501395551709E-002
  99  98.999996561813703  0.10942134697578280  0.20575632661996185  -9.6334979644179045E-002
  100  99.999996527084562  0.10942166535758963  0.20576720525913428  -9.6345539901544652E-002
  101  100.99999649235539  0.10942198670388728  0.20577816808232399  -9.6356181378436712E-002
  102  101.99999645762622  0.10942231100997658  0.20578921429212954  -9.6366903282152958E-002
  103  102.99999642289708  0.10942263827111545  0.20580034308770126  -9.6377704816585807E-002
  104  103.99999638816793  0.10942296848252064  0.20581155366482703  -9.6388585182306391E-002
  105  104.99999635343879  0.10942330163936680  0.20582284521601998  -9.6399543576653188E-002
  106  105.99999631870962  0.10942363773678720  0.20583421693060677  -9.6410579193819568E-002
  107  106.99999628398045  0.10942397676987337  0.20584566799482074  -9.6421691224947370E-002
  108  107.99999624925131  0.10942431873367563  0.20585719759189358  -9.6432878858217955E-002
  109  108.99999621452216  0.10942466362320241  0.20586880490215154  -9.6444141278949125E-002
  110  109.99999617979302  0.10942501143342193  0.20588048910311271  -9.6455477669690787E-002
  111  110.99999614506385  0.10942536215925984  0.20589224936958619  -9.6466887210326355E-002
  112  111.99999611033471  0.10942571579560138  0.20590408487377351  -9.6478369078172130E-002
  113  112.99999607560554  0.10942607233729083  0.20591599478537187  -9.6489922448081036E-002
  114  113.99999604087638  0.10942643177913151  0.20592797827167958  -9.6501546492548065E-002
  115  114.99999600614724  0.10942679411588464  0.20594003449770279  -9.6513240381818147E-002
  116  115.99999597141807  0.10942715934227289  0.20595216262626559  -9.6525003283992702E-002
  117  116.99999593668893  0.10942752745297599  0.20596436181812020  -9.6536834365144208E-002
  118  117.99999590195976  0.10942789844263472  0.20597663123206056  -9.6548732789425842E-002
  119  118.99999586723061  0.10942827230584806  0.20598897002503647  -9.6560697719188404E-002
  120  119.99999583250147  0.10942864903717579  0.20600137735227181  -9.6572728315096015E-002
  121  120.99999579777230  0.10942902863113535  0.20601385236738004  -9.6584823736244690E-002
  122  121.99999576304316  0.10942941108220623  0.20602639422248858  -9.6596983140282353E-002
  123  122.99999572831399  0.10942979638482615  0.20603900206835726  -9.6609205683531110E-002
  124  123.99999569358484  0.10943018453339302  0.20605167505450342  -9.6621490521110395E-002
  125  124.99999565885570  0.10943057552226536  0.20606441232932773  -9.6633836807062376E-002
  126  125.99999562412653  0.10943096934576077  0.20607721304023999  -9.6646243694479217E-002
  127  126.99999558939739  0.10943136599815784  0.20609007633378837  -9.6658710335630532E-002
  128  127.99999555466822  0.10943176547369471  0.20610300135578905  -9.6671235882094336E-002
  129  128.99999551993906  0.10943216776657042  0.20611598725145766  -9.6683819484887246E-002
  130  129.99999548520992  0.10943257287094378  0.20612903316554185  -9.6696460294598066E-002
  131  130.99999545048075  0.10943298078093497  0.20614213824245570  -9.6709157461520728E-002
  132  131.99999541575161  0.10943339373591894  0.20615530495514445  -9.6721911219225506E-002
  133  132.99999538102244  0.10943380723934734  0.20616853245557137  -9.6734725216224032E-002
  134  133.99999534629328  0.10943422353051627  0.20618181656457044  -9.6747593034054169E-002
  135  134.99999531156413  0.10943464260338839  0.20619515642659583  -9.6760513823207439E-002
  136  135.99999527683499  0.10943506445188707  0.20620855118645479  -9.6773486734567718E-002
  137  136.99999524210583  0.10943548906989659  0.20622199998944865  -9.6786510919552066E-002
  138  137.99999520737668  0.10943591645126280  0.20623550198151414  -9.6799585530251336E-002
  139  138.99999517264752  0.10943634658979336  0.20624905630936607  -9.6812709719572718E-002
  140  139.99999513791838  0.10943677979420229  0.20626266307321423  -9.6825883279011940E-002
  141  140.99999510318921  0.10943721542785723  0.20627632142398172  -9.6839105996124497E-002
  142  141.99999506846007  0.10943765409885786  0.20629003034310800  -9.6852376244250138E-002
  143  142.99999503373090  0.10943809499830172  0.20630378923676188  -9.6865694238460157E-002
  144  143.99999499900173  0.10943853781488153  0.20631759778870834  -9.6879059973826814E-002
  145  144.99999496427259  0.10943898436379539  0.20633145489037380  -9.6892470526578414E-002
  146  145.99999492954345  0.10943943362534736  0.20634535837786555  -9.6905924752518191E-002
  147  146.99999489481428  0.10943988559303766  0.20635930740920833  -9.6919421816170664E-002
  148  147.99999486008514  0.10944034026032930  0.20637330114450142  -9.6932960884172123E-002
  149  148.99999482535600  0.10944079762064590  0.20638733874606344  -9.6946541125417535E-002
  150  149.99999479062683  0.10944125766737504  0.20640141937857884  -9.6960161711203793E-002
  151  150.99999475589766  0.10944172039386495  0.20641554220924033  -9.6973821815375380E-002
  152  151.99999472116852  0.10944218579342806  0.20642970640789490  -9.6987520614466846E-002
  153  152.99999468643935  0.10944265385933798  0.20644391114718727  -9.7001257287849293E-002
  154  153.99999465171021  0.10944312332098910  0.20645815720768182  -9.7015033886692720E-002
  155  154.99999461698104  0.10944359669926614  0.20647244377168428  -9.7028847072418142E-002
  156  155.99999458225190  0.10944407272348870  0.20648676841790417  -9.7042695694415468E-002
  157  156.99999454752273  0.10944455138678294  0.20650113033159068  -9.7056578944807737E-002
  158  157.99999451279359  0.10944503268223771  0.20651552870149925  -9.7070496019261543E-002
  159  158.99999447806445  0.10944551660290414  0.20652996272003271  -9.7084446117128576E-002
  160  159.99999444333528  0.10944600491946110  0.20654443429382360  -9.7098429374362499E-002
  161  160.99999440860611  0.10944649406955276  0.20655894262544333  -9.7112448555890574E-002
  162  161.99999437387697  0.10944698663793861  0.20657348515550544  -9.7126498517566828E-002
  163  162.99999433914780  0.10944748098922484  0.20658806108518635  -9.7140580095961507E-002
  164  163.99999430441866  0.10944797793043284  0.20660266868013616  -9.7154690749703315E-002
  165  164.99999426968949  0.10944847745439565  0.20661730715728194  -9.7168829702886289E-002
  166  165.99999423496035  0.10944897955391089  0.20663197573813746  -9.7182996184226572E-002
  167  166.99999420023119  0.10944948422173922  0.20664667364893016  -9.7197189427190939E-002
  168  167.99999416550205  0.10944999145060538  0.20666140012072870  -9.7211408670123317E-002
  169  168.99999413077290  0.10945050123319879  0.20667615438956843  -9.7225653156369649E-002
  170  169.99999409604374  0.10945101257345186  0.20669093711979489  -9.7239924546343032E-002
  171  170.99999406131457  0.10945152744142363  0.20670574756053742  -9.7254220119113791E-002
  172  171.99999402658543  0.10945204747001712  0.20672058641545674  -9.7268538945439617E-002
  173  172.99999399185626  0.10945256739410390  0.20673545296033874  -9.7282885566234836E-002
  174  173.99999395712712  0.10945308983523891  0.20675034359022565  -9.7297253754986740E-002
  175  174.99999392239795  0.10945361478589817  0.20676525757337352  -9.7311642787475353E-002
  176  175.99999388766881  0.10945414223852243  0.20678019418382693  -9.7326051945304498E-002
  177  176.99999385293964  0.10945467218551798  0.20679515270152871  -9.7340480516010727E-002
  178  177.99999381821050  0.10945520461925688  0.20681013241242577  -9.7354927793168886E-002
  179  178.99999378348136  0.10945573953207448  0.20682513260857191  -9.7369393076497432E-002
  180  179.99999374875219  0.10945627691627398  0.20684015258823371  -9.7383875671959733E-002
  181  180.99999371402305  0.10945681676412271  0.20685519165598548  -9.7398374891862774E-002
  182  181.99999367929388  0.10945735906785406  0.20687024912280827  -9.7412890054954210E-002
  183  182.99999364456471  0.10945790381966757  0.20688532430618425  -9.7427420486516689E-002
  184  183.99999360983557  0.10945845101172828  0.20690041653018840  -9.7441965518460114E-002
  185  184.99999357510640  0.10945900063616690  0.20691552512557568  -9.7456524489408780E-002
  186  185.99999354037726  0.10945955268508184  0.20693064942987136  -9.7471096744789515E-002
  187  186.99999350564812  0.10946010715053600  0.20694578878745115  -9.7485681636915150E-002
  188  187.99999347091895  0.10946066402455951  0.20696094254962424  -9.7500278525064737E-002
  189  188.99999343618981  0.10946122329914915  0.20697611007471189  -9.7514886775562748E-002
  190  189.99999340146064  0.10946178496626789  0.20699129072812178  -9.7529505761853888E-002
  191  190.99999336673150  0.10946234901784635  0.20700648388242285  -9.7544134864576498E-002
  192  191.99999333200233  0.10946291544578123  0.20702168891741363  -9.7558773471632401E-002
  193  192.99999329727316  0.10946348424193604  0.20703690522019047  -9.7573420978254430E-002
  194  193.99999326254402  0.10946405539814234  0.20705213218521271  -9.7588076787070363E-002
  195  194.99999322781485  0.10946462890619824  0.20706736921436344  -9.7602740308165209E-002
  196  195.99999319308571  0.10946520475786969  0.20708261571700937  -9.7617410959139672E-002
  197  196.99999315835657  0.10946578294488950  0.20709787111005601  -9.7632088165166511E-002
  198  197.99999312362741  0.10946636345895963  0.20711313481800325  -9.7646771359043621E-002
  199  198.99999308889824  0.10946694629174755  0.20712840627299253  -9.7661459981244980E-002
  200  199.99999305416912  0.10946753143489137  0.20714368491485891  -9.7676153479967540E-002
  201  200.99999301943996  0.10946811887999426  0.20715897019117188  -9.7690851311177621E-002
  202  201.99999298471079  0.10946870861862991  0.20717426155728108  -9.7705552938651172E-002
  203  202.99999294998162  0.10946930064233933  0.20718955847635404  -9.7720257834014709E-002
  204  203.99999291525245  0.10946989494263203  0.20720486041941374  -9.7734965476781718E-002
  205  204.99999288052334  0.10947049077073441  0.20722016956197759  -9.7749678791243175E-002
  206  205.99999284579417  0.10947108959916901  0.20723548541214865  -9.7764395812979632E-002
  207  206.99999281106503  0.10947169067909075  0.20725080477704488  -9.7779114097954131E-002
  208  207.99999277633586  0.10947229400188196  0.20726612715951226  -9.7793833157630294E-002
  209  208.99999274160669  0.10947289945497146  0.20728145246755245  -9.7808553012580984E-002
  210  209.99999270687758  0.10947350723753083  0.20729678020838616  -9.7823272970855329E-002
  211  210.99999267214841  0.10947411831137241  0.20731211205023908  -9.7837993738866674E-002
  212  211.99999263741924  0.10947473279492446  0.20732745091603727  -9.7852718121112806E-002
  213  212.99999260269007  0.10947534720468036  0.20734279383506946  -9.7867446630389099E-002
  214  213.99999256796090  0.10947596380679432  0.20735813699509417  -9.7882173188299851E-002
  215  214.99999253323179  0.10947658259243256  0.20737347995536984  -9.7896897362937274E-002
  216  215.99999249850262  0.10947720355272855  0.20738882228324429  -9.7911618730515737E-002
  217  216.99999246377348  0.10947782667878861  0.20740416355416230  -9.7926336875373693E-002
  218  217.99999242904431  0.10947845196168804  0.20741950335166434  -9.7941051389976302E-002
  219  218.99999239431514  0.10947907939247181  0.20743484126738668  -9.7955761874914865E-002
  220  219.99999235958603  0.10947970896215775  0.20745017690105980  -9.7970467938902045E-002
  221  220.99999232485686  0.10948034066173279  0.20746550986050155  -9.7985169198768762E-002
  222  221.99999229012769  0.10948097448215459  0.20748083976161108  -9.7999865279456491E-002
  223  222.99999225539852  0.10948161041435343  0.20749616622836090  -9.8014555814007462E-002
  224  223.99999222066941  0.10948224844922902  0.20751148889278359  -9.8029240443554572E-002
  225  224.99999218594024  0.10948287951322264  0.20752680085401939  -9.8043921340796758E-002
  226  225.99999215121107  0.10948350350624085  0.20754210407850693  -9.8058600572266078E-002
  227  226.99999211648193  0.10948413016111931  0.20755740475647949  -9.8073274595360180E-002
  228  227.99999208175277  0.10948475808550626  0.20757270140086861  -9.8087943315362358E-002
  229  228.99999204702362  0.10948538873857443  0.20758799369367167  -9.8102604955097247E-002
  230  229.99999201229448  0.10948602137719053  0.20760328008166185  -9.8117258704471313E-002
  231  230.99999197756532  0.10948665599227921  0.20761856025257847  -9.8131904260299260E-002
  232  231.99999194283615  0.10948729257473848  0.20763383390207119  -9.8146541327332706E-002
  233  232.99999190810698  0.10948793015015368  0.20764910189199359  -9.8161171741839914E-002
  234  233.99999187337787  0.10948857278540072  0.20766436714747144  -9.8175794362070717E-002
  235  234.99999183864870  0.10948921521563371  0.20767962824560468  -9.8190413029970974E-002
  236  235.99999180391953  0.10948985957711055  0.20769488168952716  -9.8205022112416607E-002
  237  236.99999176919039  0.10949050586059458  0.20771012721382834  -9.8219621353233755E-002
  238  237.99999173446122  0.10949115294025240  0.20772536699188507  -9.8234214051632671E-002
  239  238.99999169973208  0.10949180304106981  0.20774060079022780  -9.8248797749157984E-002
  240  239.99999166500294  0.10949245503716137  0.20775582594240291  -9.8263370905241537E-002
  241  240.99999163027377  0.10949310891918389  0.20777104221368559  -9.8277933294501699E-002
  242  241.99999159554460  0.10949376467776983  0.20778624937694215  -9.8292484699172317E-002
  243  242.99999156081543  0.10949442230352480  0.20780144721259303  -9.8307024909068230E-002
  244  243.99999152608632  0.10949508178703037  0.20781663550857510  -9.8321553721544733E-002
  245  244.99999149135715  0.10949574311884221  0.20783181406030271  -9.8336070941460504E-002
  246  245.99999145662798  0.10949640628949260  0.20784698267063004  -9.8350576381137436E-002
  247  246.99999142189884  0.10949707128948780  0.20786214114980953  -9.8365069860321730E-002
  248  247.99999138716967  0.10949773810930953  0.20787728931545332  -9.8379551206143792E-002
  249  248.99999135244053  0.10949840626951708  0.20789242949111275  -9.8394023221595669E-002
  250  249.99999131771139  0.10949907670099777  0.20790756153069628  -9.8408484829698509E-002
  251  250.99999128298222  0.10949974841895099  0.20792268405166975  -9.8422935632718755E-002
  252  251.99999124825305  0.10950042242435871  0.20793779690381786  -9.8437374479459147E-002
  253  252.99999121352388  0.10950109820228726  0.20795289867437475  -9.8451800472087486E-002
  254  253.99999117879477  0.10950177574307364  0.20796798922415191  -9.8466213481078271E-002
  255  254.99999114406560  0.10950244985359989  0.20798306329374780  -9.8480613440147913E-002
  256  255.99999110933643  0.10950311589852743  0.20799812068565043  -9.8495004787123003E-002
  257  256.99999107460729  0.10950378361218782  0.20801316638864512  -9.8509382776457294E-002
  258  257.99999103987813  0.10950445298503352  0.20802820029168326  -9.8523747306649742E-002
  259  258.99999100514901  0.10950512400749299  0.20804322229061806  -9.8538098283125070E-002
  260  259.99999097041984  0.10950579666997595  0.20805823228816611  -9.8552435618190160E-002
  261  260.99999093569068  0.10950647096286760  0.20807323019386226  -9.8566759230994658E-002
  262  261.99999090096151  0.10950714687653344  0.20808821592402293  -9.8581069047489492E-002
  263  262.99999086623234  0.10950782440131682  0.20810318940170261  -9.8595365000385793E-002
  264  263.99999083150323  0.10950850352754070  0.20811815055665600  -9.8609647029115302E-002
  265  264.99999079677406  0.10950918424550664  0.20813309932529653  -9.8623915079789889E-002
  266  265.99999076204489  0.10950986654549583  0.20814803565065917  -9.8638169105163348E-002
  267  266.99999072731572  0.10951055041776832  0.20816295948236033  -9.8652409064592009E-002
  268  267.99999069258655  0.10951123585256502  0.20817787077656119  -9.8666634923996174E-002
  269  268.99999065785744  0.10951192284010472  0.20819276949592927  -9.8680846655824550E-002
  270  269.99999062312827  0.10951261137058803  0.20820765560960347  -9.8695044239015442E-002
  271  270.99999058839910  0.10951330143419473  0.20822252909315567  -9.8709227658960938E-002
  272  271.99999055366999  0.10951399302108558  0.20823738992855886  -9.8723396907473282E-002
  273  272.99999051894082  0.10951468612140081  0.20825223810414933  -9.8737551982748528E-002
  274  273.99999048421165  0.10951538072526254  0.20826707361459559  -9.8751692889333054E-002
  275  274.99999044948254  0.10951607682277331  0.20828189646086542  -9.8765819638092112E-002
  276  275.99999041475337  0.10951677440401680  0.20829670665019298  -9.8779932246176178E-002
  277  276.99999038002420  0.10951747345905816  0.20831150419604921  -9.8794030736991056E-002
  278  277.99999034529503  0.10951817397794325  0.20832628911811110  -9.8808115140167851E-002
  279  278.99999031056592  0.10951887595070059  0.20834106144223327  -9.8822185491532682E-002
  280  279.99999027583675  0.10951957936734016  0.20835582120042076  -9.8836241833080596E-002
  281  280.99999024110758  0.10952028421785431  0.20837056843080062  -9.8850284212946310E-002
  282  281.99999020637841  0.10952099049221672  0.20838530317759740  -9.8864312685380679E-002
  283  282.99999017164924  0.10952169818038462  0.20840002549110848  -9.8878327310723851E-002
  284  283.99999013692013  0.10952240727229763  0.20841473542768002  -9.8892328155382389E-002
  285  284.99999010219096  0.10952311775787722  0.20842943304968412  -9.8906315291806893E-002
  286  285.99999006746179  0.10952382962702986  0.20844411842549970  -9.8920288798469841E-002
  287  286.99999003273263  0.10952454286964371  0.20845879162948930  -9.8934248759845592E-002
  288  287.99998999800346  0.10952525747559066  0.20847345274198242  -9.8948195266391759E-002
  289  288.99998996327434  0.10952597343472659  0.20848810184925726  -9.8962128414530670E-002
  290  289.99998992854518  0.10952669056247423  0.20850274121674062  -9.8976050654266387E-002
  291  290.99998989381601  0.10952740919816394  0.20851737095904091  -9.8989961760876974E-002
  292  291.99998985908690  0.10952812915718205  0.20853198901345246  -9.9003859856270415E-002
  293  292.99998982435773  0.10952885042932067  0.20854659548991933  -9.9017745060598655E-002
  294  293.99998978962856  0.10952957300435422  0.20856119050426206  -9.9031617499907840E-002
  295  294.99998975489945  0.10953029829063149  0.20857577645344882  -9.9045478162817335E-002
  296  295.99998972017028  0.10953102344137157  0.20859035348321633  -9.9059330041844765E-002
  297  296.99998968544111  0.10953174986488964  0.20860491945903295  -9.9073169594143307E-002
  298  297.99998965071200  0.10953247588794524  0.20861947658665517  -9.9087000698709932E-002
  299  298.99998961598283  0.10953320482614265  0.20863402501692455  -9.9100820190781896E-002
  300  299.99998958125366  0.10953393500622080  0.20864856283710165  -9.9114627830880847E-002
  301  300.99998954652449  0.10953466641785076  0.20866309020383392  -9.9128423785983161E-002
  302  301.99998951179532  0.10953539905069343  0.20867760727959828  -9.9142208228904849E-002
  303  302.99998947706621  0.10953613289439379  0.20869211423269754  -9.9155981338303750E-002
  304  303.99998944233704  0.10953686793858533  0.20870661123726228  -9.9169743298676949E-002
  305  304.99998940760787  0.10953760417288722  0.20872109847325224  -9.9183494300365022E-002
  306  305.99998937287870  0.10953834158690841  0.20873557612645857  -9.9197234539550164E-002
  307  306.99998933814953  0.10953908017024390  0.20875004438850761  -9.9210964218263711E-002
  308  307.99998930342042  0.10953981957894902  0.20876450543644387  -9.9224685857494846E-002
  309  308.99998926869125  0.10954055920998443  0.20877896226280557  -9.9238403052821139E-002
  310  309.99998923396208  0.10954129977804680  0.20879341487908543  -9.9252115101038624E-002
  311  310.99998919923291  0.10954204293724883  0.20880786074576149  -9.9265817808512666E-002
  312  311.99998916450380  0.10954278721481953  0.20882229833177116  -9.9279511116951630E-002
  313  312.99998912977463  0.10954351144781632  0.20883671394875308  -9.9293202500936761E-002
  314  313.99998909504546  0.10954421759353809  0.20885110884558664  -9.9306891252048543E-002
  315  314.99998906031635  0.10954492492447666  0.20886549718881739  -9.9320572264340726E-002
  316  315.99998902558718  0.10954563335940953  0.20887987816940151  -9.9334244809991978E-002
  317  316.99998899085801  0.10954634288810410  0.20889425203787809  -9.9347909149773997E-002
  318  317.99998895612890  0.10954705350031674  0.20890861905072683  -9.9361565550410091E-002
  319  318.99998892139973  0.10954776518579463  0.20892297947038457  -9.9375214284589938E-002
  320  319.99998888667056  0.10954847793427423  0.20893733356525848  -9.9388855630984249E-002
  321  320.99998885194140  0.10954919173548315  0.20895168160974423  -9.9402489874261077E-002
  322  321.99998881721223  0.10954990575958873  0.20896602670715200  -9.9416120947563275E-002
  323  322.99998878248311  0.10955062163601628  0.20898036916501184  -9.9429747528995555E-002
  324  323.99998874775395  0.10955133889707351  0.20899470939819056  -9.9443370501117054E-002
  325  324.99998871302478  0.10955205504437165  0.20900905032861591  -9.9456995284244260E-002
  326  325.99998867829561  0.10955277502836280  0.20902339444339441  -9.9470619415031603E-002
  327  326.99998864356644  0.10955349493514939  0.20903773948261861  -9.9484244547469222E-002
  328  327.99998860883733  0.10955419653754586  0.20905206618269945  -9.9497869645153586E-002
  329  328.99998857410816  0.10955487797158063  0.20906637482159882  -9.9511496850018186E-002
  330  329.99998853937899  0.10955556038937923  0.20908068023177689  -9.9525119842397661E-002
